area_pix,mean_int,total_int,strain,exposure_ms,atc_ngml
252.0,9586.484126984127,2415794.0,yffO,1000,2.0
103.0,7553.902912621359,778052.0,yffO,1000,2.0
336.0,11988.416666666666,4028108.0,yffO,1000,2.0
241.0,9914.655601659751,2389432.0,yffO,1000,2.0
73.0,10281.86301369863,750576.0,yffO,1000,2.0
75.0,10074.64,755598.0,yffO,1000,2.0
158.0,12417.645569620254,1961988.0,yffO,1000,2.0
102.0,7892.274509803921,805012.0,yffO,1000,2.0
105.0,9103.2,955836.0000000001,yffO,1000,2.0
334.0,10329.269461077844,3449975.9999999995,yffO,1000,2.0
276.0,11627.623188405798,3209224.0,yffO,1000,2.0
452.0,11285.362831858407,5100984.0,yffO,1000,2.0
142.0,8519.366197183099,1209750.0,yffO,1000,2.0
290.0,7323.441379310345,2123798.0,yffO,1000,2.0
256.0,7606.2109375,1947190.0,yffO,1000,2.0
120.0,9009.9,1081188.0,yffO,1000,2.0
293.0,10878.006825938566,3187256.0,yffO,1000,2.0
110.0,8454.527272727273,929998.0,yffO,1000,2.0
99.0,8887.212121212122,879834.0000000001,yffO,1000,2.0
164.0,10568.890243902439,1733298.0,yffO,1000,2.0
109.0,14241.871559633028,1552364.0,yffO,1000,2.0
131.0,11211.75572519084,1468740.0,yffO,1000,2.0
261.0,7221.6628352490425,1884854.0,yffO,1000,2.0
166.0,11768.506024096385,1953572.0,yffO,1000,2.0
544.0,10194.650735294117,5545890.0,yffO,1000,2.0
138.0,7771.086956521739,1072410.0,yffO,1000,2.0
221.0,10786.199095022625,2383750.0,yffO,1000,2.0
327.0,8934.220183486239,2921490.0,yffO,1000,2.0
298.0,9707.771812080537,2892916.0,yffO,1000,2.0
84.0,10867.309523809523,912853.9999999999,yffO,1000,2.0
425.0,9583.87294117647,4073146.0,yffO,1000,2.0
116.0,6817.741379310345,790858.0,yffO,1000,0.75
296.0,6964.996621621622,2061639.0,yffO,1000,0.75
100.0,6911.3,691130.0,yffO,1000,0.75
222.0,6579.68018018018,1460689.0,yffO,1000,0.75
1018.0,6090.2465618860515,6199871.0,yffO,1000,0.75
259.0,6527.5675675675675,1690640.0,yffO,1000,0.75
175.0,7123.12,1246546.0,yffO,1000,0.75
90.0,7559.077777777778,680317.0,yffO,1000,0.75
328.0,7800.356707317073,2558517.0,yffO,1000,0.75
369.0,7515.073170731707,2773062.0,yffO,1000,0.75
197.0,6281.0609137055835,1237369.0,yffO,1000,0.75
153.0,7115.607843137255,1088688.0,yffO,1000,0.75
252.0,6529.571428571428,1645452.0,yffO,1000,0.75
263.0,6130.384030418251,1612291.0,yffO,1000,0.75
81.0,5710.2962962962965,462534.0,yffO,1000,0.75
87.0,5564.413793103448,484104.0,yffO,1000,0.75
71.0,5799.5352112676055,411767.0,yffO,1000,0.75
92.0,5844.826086956522,537724.0,yffO,1000,0.75
152.0,6251.434210526316,950218.0,yffO,1000,0.75
141.0,7496.730496453901,1057039.0,yffO,1000,0.75
127.0,5755.748031496063,730980.0,yffO,1000,0.75
105.0,6457.971428571429,678087.0,yffO,1000,0.75
131.0,5864.458015267175,768244.0,yffO,1000,0.75
102.0,5611.8725490196075,572411.0,yffO,1000,0.75
128.0,5996.953125,767610.0,yffO,1000,0.75
85.0,7462.694117647059,634329.0,yffO,1000,0.75
151.0,6075.907284768212,917462.0,yffO,1000,0.75
96.0,6219.260416666667,597049.0,yffO,1000,0.75
110.0,7888.245454545455,867707.0,yffO,1000,0.75
162.0,6914.462962962963,1120143.0,yffO,1000,0.75
88.0,6166.647727272727,542665.0,yffO,1000,0.75
90.0,5676.7,510903.0,yffO,1000,0.75
132.0,5488.287878787879,724454.0,yffO,1000,0.75
297.0,8734.127946127946,2594036.0,yffO,1000,2.0
77.0,7415.272727272727,570976.0,yffO,1000,2.0
78.0,13054.97435897436,1018288.0,yffO,1000,2.0
241.0,9977.410788381743,2404556.0,yffO,1000,2.0
152.0,9829.368421052632,1494064.0,yffO,1000,2.0
855.0,10417.700584795322,8907134.0,yffO,1000,2.0
189.0,9522.190476190477,1799694.0000000002,yffO,1000,2.0
756.0,11673.28835978836,8825006.0,yffO,1000,2.0
66.0,10406.969696969696,686860.0,yffO,1000,2.0
79.0,11207.088607594937,885360.0,yffO,1000,2.0
241.0,11987.269709543569,2888932.0,yffO,1000,2.0
70.0,14776.628571428571,1034364.0,yffO,1000,2.0
77.0,9438.285714285714,726748.0,yffO,1000,2.0
93.0,11985.655913978495,1114666.0,yffO,1000,2.0
78.0,8711.23076923077,679476.0,yffO,1000,2.0
119.0,12756.840336134454,1518064.0,yffO,1000,2.0
85.0,7709.15294117647,655278.0,yffO,1000,2.0
85.0,5056.705882352941,429820.0,yffO,1000,0.5
111.0,6417.927927927928,712390.0,yffO,1000,0.5
199.0,7317.145728643216,1456112.0,yffO,1000,0.5
420.0,7359.226190476191,3090875.0,yffO,1000,0.5
142.0,5227.070422535211,742244.0,yffO,1000,0.5
109.0,5711.238532110092,622525.0,yffO,1000,0.5
115.0,7363.817391304347,846839.0,yffO,1000,0.5
82.0,6686.121951219512,548262.0,yffO,1000,0.5
122.0,6768.122950819672,825711.0,yffO,1000,0.5
152.0,6494.2828947368425,987131.0000000001,yffO,1000,0.5
80.0,6950.675,556054.0,yffO,1000,0.5
181.0,6906.342541436464,1250048.0,yffO,1000,0.5
183.0,6092.579234972678,1114942.0,yffO,1000,0.5
147.0,6381.789115646258,938123.0,yffO,1000,0.5
97.0,5439.360824742268,527618.0,yffO,1000,0.5
138.0,6719.050724637681,927229.0,yffO,1000,0.5
91.0,6614.021978021978,601876.0,yffO,1000,0.5
184.0,5807.233695652174,1068531.0,yffO,1000,0.5
165.0,5675.284848484848,936422.0,yffO,1000,0.5
104.0,7972.0192307692305,829090.0,yffO,1000,0.5
95.0,6178.747368421053,586981.0,yffO,1000,0.5
75.0,5739.173333333333,430438.0,yffO,1000,0.5
87.0,6727.80459770115,585319.0,yffO,1000,0.5
151.0,5763.2913907284765,870257.0,yffO,1000,0.5
99.0,6584.323232323232,651848.0,yffO,1000,0.5
93.0,5619.645161290323,522627.00000000006,yffO,1000,0.5
615.0,6949.759349593496,4274102.0,yffO,1000,0.5
300.0,6854.19,2056256.9999999998,yffO,1000,0.5
114.0,7861.982456140351,896266.0,yffO,1000,0.5
82.0,7513.475609756098,616105.0,yffO,1000,0.5
192.0,8101.291666666667,1555448.0,yffO,1000,0.5
77.0,6453.181818181818,496895.0,yffO,1000,0.5
110.0,7198.190909090909,791801.0,yffO,1000,0.5
160.0,6414.1625,1026266.0,yffO,1000,0.5
333.0,6551.09009009009,2181513.0,yffO,1000,0.5
127.0,5605.748031496063,711930.0,yffO,1000,0.5
250.0,6903.336,1725834.0,yffO,1000,0.5
131.0,6917.06106870229,906135.0,yffO,1000,0.5
153.0,7977.392156862745,1220541.0,yffO,1000,0.5
89.0,6600.269662921349,587424.0,yffO,1000,0.5
136.0,6106.683823529412,830509.0,yffO,1000,0.5
146.0,6096.890410958904,890146.0,yffO,1000,0.5
325.0,7527.6461538461535,2446485.0,yffO,1000,0.5
203.0,6079.1970443349755,1234077.0,yffO,1000,0.5
164.0,5537.371951219512,908129.0,yffO,1000,0.75
142.0,5953.056338028169,845334.0,yffO,1000,0.75
105.0,6320.72380952381,663676.0,yffO,1000,0.75
88.0,6717.181818181818,591112.0,yffO,1000,0.75
272.0,7025.47794117647,1910930.0,yffO,1000,0.75
101.0,5560.207920792079,561581.0,yffO,1000,0.75
187.0,7407.5668449197865,1385215.0,yffO,1000,0.75
125.0,6559.576,819947.0,yffO,1000,0.75
159.0,7026.779874213837,1117258.0,yffO,1000,0.75
135.0,6227.666666666667,840735.0,yffO,1000,0.75
96.0,6698.614583333333,643067.0,yffO,1000,0.75
82.0,6909.268292682927,566560.0,yffO,1000,0.75
260.0,5472.446153846154,1422836.0,yffO,1000,0.75
86.0,5318.732558139535,457411.00000000006,yffO,1000,0.75
100.0,5975.88,597588.0,yffO,1000,0.75
114.0,6041.587719298245,688741.0,yffO,1000,0.75
77.0,6112.935064935065,470696.00000000006,yffO,1000,0.75
194.0,6059.845360824742,1175610.0,yffO,1000,0.75
140.0,7144.885714285714,1000284.0,yffO,1000,0.75
122.0,6230.934426229508,760174.0,yffO,1000,0.75
145.0,6964.68275862069,1009879.0,yffO,1000,0.75
104.0,5254.413461538462,546459.0,yffO,1000,0.75
163.0,7403.484662576687,1206768.0,yffO,1000,0.75
131.0,6538.038167938931,856483.0,yffO,1000,0.75
87.0,6407.9885057471265,557495.0,yffO,1000,0.75
74.0,6185.675675675676,457740.0,yffO,1000,0.75
160.0,6016.8,962688.0,yffO,1000,0.75
108.0,5908.787037037037,638149.0,yffO,1000,0.75
95.0,6391.0842105263155,607153.0,yffO,1000,0.75
147.0,5577.598639455782,819907.0,yffO,1000,0.75
137.0,5407.240875912409,740792.0,yffO,1000,0.75
171.0,7515.853801169591,1285211.0,yffO,1000,0.75
154.0,5194.350649350649,799930.0,yffO,1000,0.75
103.0,6433.203883495145,662620.0,yffO,1000,0.75
268.0,5904.690298507463,1582457.0,yffO,1000,0.75
167.0,6177.353293413174,1031618.0,yffO,1000,0.75
95.0,6239.2947368421055,592733.0,yffO,1000,0.75
108.0,7162.611111111111,773562.0,yffO,1000,0.75
203.0,6892.975369458128,1399274.0,yffO,1000,0.75
155.0,5689.5161290322585,881875.0000000001,yffO,1000,0.75
131.0,6109.083969465649,800290.0,yffO,1000,0.75
165.0,6529.309090909091,1077336.0,yffO,1000,0.75
96.0,5901.3125,566526.0,yffO,1000,0.75
103.0,5676.747572815534,584705.0,yffO,1000,0.75
114.0,5579.412280701755,636053.0,yffO,1000,0.75
121.0,5817.528925619835,703921.0,yffO,1000,0.75
117.0,5332.863247863248,623945.0,yffO,1000,0.75
125.0,6267.96,783495.0,yffO,1000,0.75
122.0,6515.172131147541,794851.0,yffO,1000,0.75
268.0,5099.182835820896,1366581.0,yffO,1000,0.25
109.0,5153.155963302752,561694.0,yffO,1000,0.25
119.0,5056.731092436975,601751.0,yffO,1000,0.25
175.0,5062.788571428571,885988.0,yffO,1000,0.25
73.0,5953.821917808219,434629.0,yffO,1000,0.25
162.0,5120.537037037037,829527.0000000001,yffO,1000,0.25
85.0,5050.4,429283.99999999994,yffO,1000,0.25
167.0,5156.856287425149,861194.9999999999,yffO,1000,0.25
120.0,5075.175,609021.0,yffO,1000,0.25
152.0,5172.881578947368,786278.0,yffO,1000,0.25
99.0,5196.323232323232,514436.0,yffO,1000,0.25
202.0,5146.287128712871,1039549.9999999999,yffO,1000,0.25
130.0,5203.692307692308,676480.0,yffO,1000,0.25
97.0,8156.701030927835,791200.0,yffO,1000,0.25
274.0,5348.332116788321,1465443.0,yffO,1000,0.25
231.0,5175.476190476191,1195535.0,yffO,1000,0.25
125.0,5205.856,650732.0,yffO,1000,0.25
183.0,5184.672131147541,948795.0,yffO,1000,0.25
90.0,5103.311111111111,459298.0,yffO,1000,0.25
112.0,5555.375,622202.0,yffO,1000,0.25
138.0,5178.557971014493,714641.0,yffO,1000,0.25
83.0,5058.855421686747,419885.0,yffO,1000,0.25
102.0,5130.980392156863,523360.0,yffO,1000,0.25
194.0,5044.670103092783,978666.0,yffO,1000,0.25
126.0,5044.087301587301,635555.0,yffO,1000,0.25
112.0,5123.678571428572,573852.0,yffO,1000,0.25
216.0,5033.972222222223,1087338.0,yffO,1000,0.25
265.0,5202.188679245283,1378580.0,yffO,1000,0.25
240.0,5955.479166666667,1429315.0,yffO,1000,0.25
112.0,4919.616071428572,550997.0,yffO,1000,0.25
185.0,5042.227027027027,932812.0000000001,yffO,1000,0.25
129.0,5176.829457364341,667811.0,yffO,1000,0.25
273.0,5356.813186813187,1462410.0,yffO,1000,0.25
99.0,5106.111111111111,505505.0,yffO,1000,0.25
299.0,5106.80602006689,1526935.0,yffO,1000,0.25
192.0,5142.84375,987426.0,yffO,1000,0.25
166.0,5170.391566265061,858285.0000000001,yffO,1000,0.25
73.0,5170.931506849315,377478.0,yffO,1000,0.25
120.0,5097.558333333333,611707.0,yffO,1000,0.25
182.0,5157.549450549451,938674.0,yffO,1000,0.25
165.0,5176.169696969697,854068.0,yffO,1000,0.25
113.0,5221.088495575221,589983.0,yffO,1000,0.25
134.0,5215.350746268657,698857.0,yffO,1000,0.25
199.0,5354.748743718593,1065595.0,yffO,1000,0.25
121.0,5115.925619834711,619027.0,yffO,1000,0.25
109.0,5104.238532110092,556362.0,yffO,1000,0.25
120.0,5083.541666666667,610025.0,yffO,1000,0.25
151.0,5026.761589403974,759041.0,yffO,1000,0.25
126.0,5173.293650793651,651835.0,yffO,1000,0.25
204.0,4990.676470588235,1018098.0,yffO,1000,0.25
